"행정구역","2022년05월_계_총인구수","2022년05월_계_연령구간인구수","2022년05월_계_0세"
"경상남도 김해시 장유2동(4825062000)","36,052","162","162"
"경상남도 김해시 장유3동(4825063000)","73,186","565","565"
"경상남도 장유출장소 (4825200000)","0","0","0"
"경상남도 밀양시 (4827000000)","103,293","311","311"
"경상남도 밀양시 삼랑진읍(4827025000)","5,203","3","3"
"경상남도 밀양시 삼랑진임천출장소(4827025100)","1,251","1","1"
"경상남도 밀양시 하남읍(4827025300)","6,972","17","17"
"경상남도 밀양시 부북면(4827031000)","5,098","5","5"
"경상남도 밀양시 상동면(4827032000)","3,064","4","4"
"경상남도 밀양시 산외면(4827033000)","2,805","6","6"
"경상남도 밀양시 산내면(4827034000)","3,782","3","3"
"경상남도 밀양시 단장면(4827035000)","4,278","2","2"
"경상남도 밀양시 상남면(4827036000)","8,143","25","25"
"경상남도 밀양시 초동면(4827037000)","3,346","4","4"
"경상남도 밀양시 무안면(4827038000)","4,896","3","3"
"경상남도 밀양시 청도면(4827039000)","1,765","0","0"
"경상남도 밀양시 내일동(4827051000)","2,611","4","4"
"경상남도 밀양시 내이동(4827052000)","16,473","106","106"
"경상남도 밀양시 삼문동(4827053000)","19,974","75","75"
"경상남도 밀양시 가곡동(4827054000)","7,787","27","27"
"경상남도 밀양시 교동(4827055000)","5,845","26","26"
"경상남도 거제시 (4831000000)","238,822","1,031","1,031"
"경상남도 거제시 일운면(4831031000)","8,189","34","34"
"경상남도 거제시 동부면(4831032000)","3,073","5","5"
"경상남도 거제시 남부면(4831033000)","1,546","0","0"
"경상남도 거제시 거제면(4831034000)","7,268","17","17"
"경상남도 거제시 둔덕면(4831035000)","2,809","0","0"
"경상남도 거제시 사등면(4831036000)","11,696","44","44"
"경상남도 거제시 사등면가조출장소(4831036600)","1,089","0","0"
"경상남도 거제시 연초면(4831037000)","7,960","19","19"
"경상남도 거제시 하청면(4831038000)","3,411","3","3"
"경상남도 거제시 하청면칠천출장소(4831038500)","1,067","0","0"
"경상남도 거제시 장목면(4831039000)","3,061","2","2"
"경상남도 거제시 장목면외포출장소(4831039500)","1,354","0","0"
"경상남도 거제시 장승포동(4831051000)","5,738","11","11"
"경상남도 거제시 능포동(4831053000)","9,058","14","14"
"경상남도 거제시 아주동(4831054000)","26,766","196","196"
"경상남도 거제시 옥포1동(4831055000)","7,122","24","24"
"경상남도 거제시 옥포2동(4831056000)","25,519","93","93"
"경상남도 거제시 장평동(4831057000)","20,695","73","73"
"경상남도 거제시 고현동(4831058000)","33,800","117","117"
"경상남도 거제시 상문동(4831059000)","34,025","249","249"
"경상남도 거제시 수양동(4831060000)","23,576","130","130"
"경상남도 양산시 (4833000000)","353,939","1,853","1,853"
"경상남도 양산시 물금읍(4833025300)","119,894","898","898"
"경상남도 양산시 동면(4833031000)","38,414","298","298"
"경상남도 양산시 원동면(4833032000)","3,376","2","2"
"경상남도 양산시 상북면(4833033000)","12,518","19","19"
"경상남도 양산시 하북면(4833034000)","8,076","6","6"
"경상남도 양산시 중앙동(4833051000)","11,391","23","23"
"경상남도 양산시 양주동(4833051500)","32,634","91","91"
"경상남도 양산시 삼성동(4833052000)","21,606","91","91"
"경상남도 양산시 강서동(4833053000)","8,868","33","33"
"경상남도 양산시 서창동(4833054000)","28,229","109","109"
"경상남도 양산시 소주동(4833055000)","20,242","80","80"
"경상남도 양산시 평산동(4833056000)","30,592","104","104"
"경상남도 양산시 덕계동(4833057000)","18,099","99","99"
"경상남도 양산시웅상출장소 (4833200000)","0","0","0"
"경상남도 의령군 (4872000000)","26,359","71","71"
"경상남도 의령군 의령읍(4872025000)","9,429","43","43"
"경상남도 의령군 가례면(4872031000)","1,676","0","0"
"경상남도 의령군 칠곡면(4872032000)","1,149","1","1"
"경상남도 의령군 대의면(4872033000)","1,053","1","1"
"경상남도 의령군 화정면(4872034000)","1,505","4","4"
"경상남도 의령군 용덕면(4872035000)","1,513","6","6"
"경상남도 의령군 정곡면(4872036000)","1,419","1","1"
"경상남도 의령군 지정면(4872037000)","1,841","3","3"
"경상남도 의령군 낙서면(4872038000)","732","2","2"
"경상남도 의령군 부림면(4872039000)","2,779","5","5"
"경상남도 의령군 봉수면(4872040000)","994","2","2"
"경상남도 의령군 궁류면(4872041500)","1,125","2","2"
"경상남도 의령군 유곡면(4872042000)","1,144","1","1"
"경상남도 함안군 (4873000000)","62,078","155","155"
"경상남도 함안군 가야읍(4873025000)","17,942","40","40"
"경상남도 함안군 칠원읍(4873025300)","18,840","71","71"
"경상남도 함안군 함안면(4873031000)","2,378","4","4"
"경상남도 함안군 군북면(4873032000)","6,059","17","17"
"경상남도 함안군 법수면(4873033000)","2,803","2","2"
"경상남도 함안군 대산면(4873034000)","3,325","1","1"
"경상남도 함안군 칠서면(4873035000)","5,247","10","10"
"경상남도 함안군 칠북면(4873036000)","1,880","4","4"
"경상남도 함안군 산인면(4873038000)","2,708","6","6"
"경상남도 함안군 여항면(4873039000)","896","0","0"
"경상남도 창녕군 (4874000000)","59,568","169","169"
"경상남도 창녕군 창녕읍(4874025000)","16,484","69","69"
"경상남도 창녕군 남지읍(4874025300)","11,932","46","46"
"경상남도 창녕군 고암면(4874031000)","1,869","4","4"
"경상남도 창녕군 성산면(4874032000)","1,624","4","4"
"경상남도 창녕군 대합면(4874033000)","3,821","7","7"
"경상남도 창녕군 이방면(4874034000)","2,474","3","3"
"경상남도 창녕군 유어면(4874035000)","1,744","6","6"
"경상남도 창녕군 대지면(4874036000)","2,472","4","4"
"경상남도 창녕군 계성면(4874037000)","2,296","4","4"
"경상남도 창녕군 영산면(4874038000)","5,265","8","8"
"경상남도 창녕군 장마면(4874039000)","1,857","3","3"
"경상남도 창녕군 도천면(4874040000)","2,698","7","7"
"경상남도 창녕군 길곡면(4874041000)","1,501","1","1"
"경상남도 창녕군 부곡면(4874042000)","3,531","3","3"
"경상남도 고성군 (4882000000)","50,018","102","102"
"경상남도 고성군 고성읍(4882025000)","23,690","67","67"
"경상남도 고성군 삼산면(4882031000)","1,758","2","2"
"경상남도 고성군 하일면(4882032000)","1,820","4","4"
"경상남도 고성군 하이면(4882033000)","2,651","4","4"
"경상남도 고성군 상리면(4882034000)","1,574","0","0"
"경상남도 고성군 대가면(4882035000)","1,627","2","2"
"경상남도 고성군 영현면(4882036000)","862","0","0"
"경상남도 고성군 영오면(4882037000)","1,377","1","1"
"경상남도 고성군 개천면(4882038000)","1,087","0","0"
"경상남도 고성군 구만면(4882039000)","1,036","2","2"
"경상남도 고성군 회화면(4882040000)","3,505","7","7"
"경상남도 고성군 마암면(4882041000)","1,732","1","1"
"경상남도 고성군 동해면(4882042000)","3,023","3","3"
"경상남도 고성군 거류면(4882043000)","4,276","9","9"
"경상남도 남해군 (4884000000)","42,128","95","95"
"경상남도 남해군 남해읍(4884025000)","13,043","50","50"
"경상남도 남해군 이동면(4884031000)","3,712","3","3"
"경상남도 남해군 상주면(4884032000)","1,644","7","7"
"경상남도 남해군 삼동면(4884033000)","3,847","8","8"
"경상남도 남해군 미조면(4884034000)","2,220","3","3"
"경상남도 남해군 남면(4884035000)","3,415","3","3"
"경상남도 남해군 서면(4884036000)","2,538","2","2"
"경상남도 남해군 고현면(4884037000)","3,461","8","8"
"경상남도 남해군 설천면(4884038000)","2,784","3","3"
"경상남도 남해군 창선면(4884039000)","5,464","8","8"
"경상남도 하동군 (4885000000)","43,036","117","117"
"경상남도 하동군 하동읍(4885025000)","9,596","27","27"
"경상남도 하동군 화개면(4885031000)","3,023","5","5"
"경상남도 하동군 악양면(4885032000)","3,478","5","5"
"경상남도 하동군 적량면(4885033000)","1,919","6","6"
"경상남도 하동군 횡천면(4885034000)","1,807","4","4"
"경상남도 하동군 고전면(4885035000)","2,157","2","2"
"경상남도 하동군 금남면(4885036000)","3,345","6","6"
"경상남도 하동군 진교면(4885037000)","5,853","22","22"
"경상남도 하동군 양보면(4885038000)","1,698","3","3"
"경상남도 하동군 북천면(4885039000)","1,658","7","7"
"경상남도 하동군 청암면(4885040000)","1,411","7","7"
"경상남도 하동군 옥종면(4885041000)","4,197","13","13"
"경상남도 하동군 금성면(4885042000)","2,894","10","10"
"경상남도 산청군 (4886000000)","34,205","72","72"
"경상남도 산청군 산청읍(4886025000)","6,680","18","18"
"경상남도 산청군 차황면(4886031000)","1,405","3","3"
"경상남도 산청군 오부면(4886032000)","1,052","0","0"
"경상남도 산청군 생초면(4886033000)","1,973","2","2"
"경상남도 산청군 금서면(4886034000)","2,855","6","6"
"경상남도 산청군 삼장면(4886035000)","1,798","2","2"
"경상남도 산청군 시천면(4886036000)","4,059","3","3"
"경상남도 산청군 단성면(4886037000)","5,643","9","9"
"경상남도 산청군 신안면(4886038000)","5,530","26","26"
"경상남도 산청군 생비량면(4886039000)","1,167","2","2"
"경상남도 산청군 신등면(4886040000)","2,043","1","1"
"경상남도 함양군 (4887000000)","38,269","90","90"
"경상남도 함양군 함양읍(4887025000)","18,122","65","65"
"경상남도 함양군 마천면(4887031000)","2,143","1","1"
"경상남도 함양군 휴천면(4887032000)","1,538","3","3"
"경상남도 함양군 유림면(4887033000)","1,606","4","4"
"경상남도 함양군 수동면(4887034000)","2,344","2","2"
"경상남도 함양군 지곡면(4887035000)","2,036","1","1"
"경상남도 함양군 안의면(4887036000)","4,390","8","8"
"경상남도 함양군 서하면(4887037000)","1,392","1","1"
"경상남도 함양군 서상면(4887038000)","1,803","2","2"
"경상남도 함양군 백전면(4887039000)","1,576","2","2"
"경상남도 함양군 병곡면(4887040000)","1,319","1","1"
"경상남도 거창군 (4888000000)","60,689","190","190"
"경상남도 거창군 거창읍(4888025000)","40,270","168","168"
"경상남도 거창군 주상면(4888031000)","1,514","4","4"
"경상남도 거창군 웅양면(4888032000)","1,822","0","0"
"경상남도 거창군 고제면(4888033000)","1,369","2","2"
"경상남도 거창군 북상면(4888034000)","1,524","1","1"
"경상남도 거창군 위천면(4888035000)","1,967","2","2"
"경상남도 거창군 마리면(4888036000)","1,995","3","3"
"경상남도 거창군 남상면(4888037000)","2,309","4","4"
"경상남도 거창군 남하면(4888038000)","1,401","1","1"
"경상남도 거창군 신원면(4888039000)","1,525","0","0"
"경상남도 거창군 가조면(4888040000)","3,637","5","5"
"경상남도 거창군 가북면(4888041000)","1,356","0","0"
"경상남도 합천군 (4889000000)","42,560","83","83"
"경상남도 합천군 합천읍(4889025000)","11,067","44","44"
"경상남도 합천군 봉산면(4889031000)","1,401","1","1"
"경상남도 합천군 묘산면(4889032000)","1,521","0","0"
"경상남도 합천군 가야면(4889033000)","4,110","2","2"
"경상남도 합천군 야로면(4889034000)","2,345","5","5"
"경상남도 합천군 율곡면(4889035000)","2,200","3","3"
"경상남도 합천군 초계면(4889036000)","2,355","2","2"
"경상남도 합천군 쌍책면(4889037000)","1,228","1","1"
"경상남도 합천군 덕곡면(4889038000)","852","0","0"
"경상남도 합천군 청덕면(4889039000)","1,578","4","4"
"경상남도 합천군 적중면(4889040000)","1,357","0","0"
"경상남도 합천군 대양면(4889041000)","1,795","11","11"
"경상남도 합천군 쌍백면(4889042000)","1,736","1","1"
"경상남도 합천군 삼가면(4889043000)","3,142","5","5"
"경상남도 합천군 가회면(4889044000)","1,731","0","0"
"경상남도 합천군 대병면(4889045000)","1,955","1","1"
"경상남도 합천군 용주면(4889046000)","2,187","3","3"
"제주특별자치도  (5000000000)","677,766","3,538","3,538"
"제주특별자치도 제주시 (5011000000)","493,275","2,748","2,748"
"제주특별자치도 제주시 한림읍(5011025000)","21,197","77","77"
"제주특별자치도 제주시 애월읍(5011025300)","37,534","204","204"
"제주특별자치도 제주시 구좌읍(5011025600)","15,418","46","46"
"제주특별자치도 제주시 조천읍(5011025900)","25,679","116","116"
"제주특별자치도 제주시 한경면(5011031000)","9,410","30","30"
"제주특별자치도 제주시 추자면(5011032000)","1,562","3","3"
"제주특별자치도 제주시 우도면(5011033000)","1,673","7","7"
"제주특별자치도 제주시 일도1동(5011051000)","2,370","3","3"
"제주특별자치도 제주시 일도2동(5011052000)","32,187","167","167"
"제주특별자치도 제주시 이도1동(5011053000)","7,649","26","26"
"제주특별자치도 제주시 이도2동(5011054000)","49,148","263","263"
"제주특별자치도 제주시 삼도1동(5011055000)","13,339","62","62"
"제주특별자치도 제주시 삼도2동(5011056000)","7,957","43","43"
"제주특별자치도 제주시 용담1동(5011057000)","6,840","23","23"
"제주특별자치도 제주시 용담2동(5011058000)","14,318","48","48"
"제주특별자치도 제주시 건입동(5011059000)","8,927","40","40"
"제주특별자치도 제주시 화북동(5011060000)","23,827","115","115"
"제주특별자치도 제주시 삼양동(5011061000)","26,153","176","176"
"제주특별자치도 제주시 봉개동(5011062000)","5,256","42","42"
"제주특별자치도 제주시 아라동(5011063000)","38,884","356","356"
"제주특별자치도 제주시 오라동(5011064000)","16,024","139","139"
"제주특별자치도 제주시 연동(5011065000)","42,286","191","191"
"제주특별자치도 제주시 노형동(5011066000)","55,468","334","334"
"제주특별자치도 제주시 외도동(5011067000)","22,349","192","192"
